_year	_age	sex	prob
1973	9	1	.999621
1973	10	1	.999807
1973	11	1	.999689
1973	12	1	.999682
1973	13	1	.999739
1973	14	1	.999577
1973	15	1	.999139
1973	16	1	.999315
1973	17	1	.999354
1973	18	1	.998816
1973	19	1	.998888
1973	20	1	.998844
1973	21	1	.998664
1973	22	1	.998925
1973	23	1	.998872
1973	24	1	.998868
1973	25	1	.999126
1973	26	1	.998948
1973	27	1	.998947
1973	28	1	.998747
1973	29	1	.998938
1973	30	1	.998765
1973	31	1	.998467
1973	32	1	.998517
1973	33	1	.998621
1973	34	1	.998693
1973	35	1	.998391
1973	36	1	.99831
1973	37	1	.998193
1973	38	1	.997984
1973	39	1	.997831
1973	40	1	.997452
1973	41	1	.997459
1973	42	1	.997254
1973	43	1	.9965
1973	44	1	.996899
1973	45	1	.996598
1973	46	1	.996141
1973	47	1	.995692
1973	48	1	.995476
1973	49	1	.995015
1973	50	1	.994525
1973	51	1	.993984
1973	52	1	.993513
1973	53	1	.992285
1973	54	1	.991835
1973	55	1	.99079
1973	56	1	.990157
1973	57	1	.989391
1973	58	1	.988294
1973	59	1	.986556
1973	60	1	.986257
1973	61	1	.984514
1973	62	1	.98227
1973	63	1	.980385
1973	64	1	.977315
1973	65	1	.975011
1973	66	1	.973064
1973	67	1	.96863
1973	68	1	.967464
1973	69	1	.962346
1973	70	1	.961417
1973	71	1	.954867
1973	72	1	.952314
1973	73	1	.94578
1973	74	1	.938729
1973	75	1	.93198
1973	76	1	.923494
1973	77	1	.920141
1973	78	1	.910886
1973	79	1	.904127
1973	80	1	.892142
1973	81	1	.875553
1973	82	1	.8775
1973	83	1	.860044
1973	84	1	.844899
1973	85	1	.825548
1973	86	1	.812757
1973	87	1	.792193
1973	88	1	.776428
1973	89	1	.76862
1973	90	1	.746947
1973	91	1	.732596
1973	92	1	.681774
1973	93	1	.648625
1973	94	1	.678846
1973	95	1	.627685
1973	96	1	.610044
1973	97	1	.565438
1973	98	1	.575107
1973	99	1	.56654
1973	100	1	.426471
1973	101	1	.272727
1973	102	1	.7
1973	103	1	.727273
1973	104	1	.142857
1973	105	1	0
1973	106	1	0
1973	107	1	0
1973	108	1	0
1973	109	1	0
1973	110	1	0
1973	0	2	.991141
1973	1	2	.999475
1973	2	2	.999649
1973	3	2	.99964
1973	4	2	.999796
1973	5	2	.999668
1973	6	2	.999781
1973	7	2	.999699
1973	8	2	.999833
1973	9	2	.999757
1973	10	2	.999796
1973	11	2	.999769
1973	12	2	.999646
1973	13	2	.999783
1973	14	2	.999746
1973	15	2	.999808
1973	16	2	.999562
1973	17	2	.999678
1973	18	2	.999487
1973	19	2	.999608
1973	20	2	.999619
1973	21	2	.999498
1973	22	2	.999582
1973	23	2	.999522
1973	24	2	.999593
1973	25	2	.999619
1973	26	2	.999535
1973	27	2	.999447
1973	28	2	.999411
1973	29	2	.999468
1973	30	2	.999427
1973	31	2	.99931
1973	32	2	.999271
1973	33	2	.999118
1973	34	2	.999132
1973	35	2	.999098
1973	36	2	.998873
1973	37	2	.999021
1973	38	2	.998858
1973	39	2	.998801
1973	40	2	.998596
1973	41	2	.998728
1973	42	2	.998552
1973	43	2	.99832
1973	44	2	.998124
1973	45	2	.997998
1973	46	2	.997802
1973	47	2	.997544
1973	48	2	.997349
1973	49	2	.997008
1973	50	2	.996581
1973	51	2	.996564
1973	52	2	.996384
1973	53	2	.995551
1973	54	2	.995786
1973	55	2	.995307
1973	56	2	.994662
1973	57	2	.994537
1973	58	2	.993851
1973	59	2	.993757
1973	60	2	.99279
1973	61	2	.992399
1973	62	2	.99094
1973	63	2	.99008
1973	64	2	.988707
1973	65	2	.987777
1973	66	2	.985779
1973	67	2	.983615
1973	68	2	.982738
1973	69	2	.980203
1973	70	2	.978398
1973	71	2	.974141
1973	72	2	.971088
1973	73	2	.969966
1973	74	2	.962376
1973	75	2	.957532
1973	76	2	.95415
1973	77	2	.947924
1973	78	2	.941529
1973	79	2	.932792
1973	80	2	.928954
1973	81	2	.918238
1973	82	2	.905292
1973	83	2	.895812
1973	84	2	.883996
1973	85	2	.859564
1973	86	2	.851551
1973	87	2	.831629
1973	88	2	.818059
1973	89	2	.812029
1973	90	2	.792466
1973	91	2	.757481
1973	92	2	.748385
1973	93	2	.718008
1973	94	2	.716273
1973	95	2	.676294
1973	96	2	.613059
1973	97	2	.622568
1973	98	2	.64884
1973	99	2	.546457
1973	100	2	.365714
1973	101	2	.472527
1973	102	2	.775
1973	103	2	.54717
1973	104	2	.307692
1973	105	2	0
1973	106	2	0
1973	107	2	0
1973	108	2	0
1973	109	2	0
1973	110	2	0
1974	0	1	.989333
1974	1	1	.999226
1974	2	1	.99948
1974	3	1	.999736
1974	4	1	.999604
1974	5	1	.999383
1974	6	1	.999651
1974	7	1	.999745
1974	8	1	.999857
1974	9	1	.999746
1974	10	1	.999736
1974	11	1	.999648
1974	12	1	.999762
1974	13	1	.999663
1974	14	1	.999552
1974	15	1	.999614
1974	16	1	.99923
1974	17	1	.999189
1974	18	1	.998837
1974	19	1	.998947
1974	20	1	.998926
1974	21	1	.998763
1974	22	1	.999066
1974	23	1	.998894
1974	24	1	.999048
1974	25	1	.998928
1974	26	1	.998978
1974	27	1	.998944
1974	28	1	.998958
1974	29	1	.998998
1974	30	1	.998671
1974	31	1	.99876
1974	32	1	.998597
1974	33	1	.998453
1974	34	1	.998016
1974	35	1	.998276
1974	36	1	.998671
1974	37	1	.998408
1974	38	1	.997967
1974	39	1	.997865
1974	40	1	.997364
1974	41	1	.997282
1974	42	1	.997048
1974	43	1	.997176
1974	44	1	.996571
1974	45	1	.996821
1974	46	1	.995707
1974	47	1	.995569
1974	48	1	.995383
1974	49	1	.994448
1974	50	1	.994239
1974	51	1	.993134
1974	52	1	.993238
1974	53	1	.99277
1974	54	1	.991128
1974	55	1	.991247
1974	56	1	.990661
1974	57	1	.989582
1974	58	1	.987789
1974	59	1	.98638
1974	60	1	.985265
1974	61	1	.984444
1974	62	1	.982336
1974	63	1	.980743
1974	64	1	.978088
1974	65	1	.97545
1974	66	1	.973839
1974	67	1	.970395
1974	68	1	.967684
1974	69	1	.963554
1974	70	1	.960851
1974	71	1	.954134
1974	72	1	.952172
1974	73	1	.946309
1974	74	1	.940836
1974	75	1	.934156
1974	76	1	.926216
1974	77	1	.916631
1974	78	1	.909716
1974	79	1	.904623
1974	80	1	.89371
1974	81	1	.884835
1974	82	1	.871355
1974	83	1	.857482
1974	84	1	.841952
1974	85	1	.837233
1974	86	1	.808449
1974	87	1	.794068
1974	88	1	.788499
1974	89	1	.759957
1974	90	1	.742809
1974	91	1	.745397
1974	92	1	.68476
1974	93	1	.663677
1974	94	1	.664908
1974	95	1	.572217
1974	96	1	.64532
1974	97	1	.578485
1974	98	1	.409266
1974	99	1	.466667
1974	100	1	.568862
1974	101	1	.461538
1974	102	1	.581395
1974	103	1	.04
1974	104	1	0
1974	105	1	0
1974	106	1	0
1974	107	1	0
1974	108	1	0
1974	109	1	0
1974	110	1	0
1974	0	2	.991451
1974	1	2	.999334
1974	2	2	.999653
1974	3	2	.999797
1974	4	2	.999678
1974	5	2	.99961
1974	6	2	.99958
1974	7	2	.999713
1974	8	2	.999782
1974	9	2	.999933
1974	10	2	.999809
1974	11	2	.999833
1974	12	2	.999827
1974	13	2	.999744
1974	14	2	.999803
1974	15	2	.999649
1974	16	2	.999597
1974	17	2	.99964
1974	18	2	.999565
1974	19	2	.999528
1974	20	2	.99948
1974	21	2	.999729
1974	22	2	.99966
1974	23	2	.999565
1974	24	2	.999505
1974	25	2	.999639
1974	26	2	.999542
1974	27	2	.999548
1974	28	2	.999446
1974	29	2	.999561
1974	30	2	.999279
1974	31	2	.999426
1974	32	2	.99944
1974	33	2	.999412
1974	34	2	.999136
1974	35	2	.9994
1974	36	2	.998945
1974	37	2	.998826
1974	38	2	.998815
1974	39	2	.998879
1974	40	2	.998988
1974	41	2	.998755
1974	42	2	.998166
1974	43	2	.998396
1974	44	2	.997836
1974	45	2	.998164
1974	46	2	.997994
1974	47	2	.99714
1974	48	2	.997169
1974	49	2	.997282
1974	50	2	.997018
1974	51	2	.996994
1974	52	2	.996036
1974	53	2	.995867
1974	54	2	.995125
1974	55	2	.99505
1974	56	2	.994817
1974	57	2	.993498
1974	58	2	.993807
1974	59	2	.993832
1974	60	2	.992229
1974	61	2	.992098
1974	62	2	.992056
1974	63	2	.990689
1974	64	2	.988233
1974	65	2	.987746
1974	66	2	.985599
1974	67	2	.985218
1974	68	2	.9824
1974	69	2	.980602
1974	70	2	.97797
1974	71	2	.975918
1974	72	2	.971824
1974	73	2	.968086
1974	74	2	.9635
1974	75	2	.960493
1974	76	2	.952742
1974	77	2	.948293
1974	78	2	.943039
1974	79	2	.934956
1974	80	2	.927588
1974	81	2	.918097
1974	82	2	.907097
1974	83	2	.89975
1974	84	2	.890964
1974	85	2	.870702
1974	86	2	.853328
1974	87	2	.853232
1974	88	2	.823465
1974	89	2	.815948
1974	90	2	.786125
1974	91	2	.771093
1974	92	2	.756523
1974	93	2	.703305
1974	94	2	.709677
1974	95	2	.693848
1974	96	2	.706657
1974	97	2	.553864
1974	98	2	.542574
1974	99	2	.63964
1974	100	2	.6
1974	101	2	.372727
1974	102	2	.588235
1974	103	2	.75
1974	104	2	0
1974	105	2	0
1974	106	2	0
1974	107	2	0
1974	108	2	0
1974	109	2	0
1974	110	2	0
1975	0	1	.990435
1975	1	1	.999343
1975	2	1	.999507
1975	3	1	.999637
1975	4	1	.999561
1975	5	1	.999497
1975	6	1	.999718
1975	7	1	.999668
1975	8	1	.999617
1975	9	1	.999603
1975	10	1	.999809
1975	11	1	.999835
1975	12	1	.999649
1975	13	1	.999763
1975	14	1	.999495
1975	15	1	.999478
1975	16	1	.999265
1975	17	1	.999012
1975	18	1	.998887
1975	19	1	.998951
1975	20	1	.998645
1975	21	1	.998739
1975	22	1	.998617
1975	23	1	.998815
1975	24	1	.998768
1975	25	1	.999005
1975	26	1	.99866
1975	27	1	.998863
1975	28	1	.99896
1975	29	1	.99886
1975	30	1	.99873
1975	31	1	.998831
1975	32	1	.998587
1975	33	1	.998543
1975	34	1	.99864
1975	35	1	.998765
1975	36	1	.997941
1975	37	1	.998136
1975	38	1	.997683
1975	39	1	.997635
1975	40	1	.997386
1975	41	1	.997104
1975	42	1	.997252
1975	43	1	.996819
1975	44	1	.996751
1975	45	1	.99588
1975	46	1	.996201
1975	47	1	.995412
1975	48	1	.99555
1975	49	1	.994349
1975	50	1	.994518
1975	51	1	.99397
1975	52	1	.993578
1975	53	1	.992255
1975	54	1	.991663
1975	55	1	.990789
1975	56	1	.990607
1975	57	1	.989013
1975	58	1	.988113
1975	59	1	.987279
1975	60	1	.984276
1975	61	1	.983428
1975	62	1	.982631
1975	63	1	.981091
1975	64	1	.979024
1975	65	1	.976049
1975	66	1	.973343
1975	67	1	.969733
1975	68	1	.96613
1975	69	1	.963277
1975	70	1	.96081
1975	71	1	.956649
1975	72	1	.952306
1975	73	1	.944612
1975	74	1	.940962
1975	75	1	.933412
1975	76	1	.926397
1975	77	1	.918554
1975	78	1	.913975
1975	79	1	.899744
1975	80	1	.892013
1975	81	1	.886561
1975	82	1	.862103
1975	83	1	.863074
1975	84	1	.845477
1975	85	1	.832837
1975	86	1	.82071
1975	87	1	.800381
1975	88	1	.767205
1975	89	1	.773406
1975	90	1	.737886
1975	91	1	.720901
1975	92	1	.703782
1975	93	1	.658558
1975	94	1	.584273
1975	95	1	.555144
1975	96	1	.607708
1975	97	1	.611052
1975	98	1	.517483
1975	99	1	.55627
1975	100	1	.538462
1975	101	1	.346535
1975	102	1	.189189
1975	103	1	.28
1975	104	1	0
1975	105	1	0
1975	106	1	0
1975	107	1	0
1975	108	1	0
1975	109	1	0
1975	110	1	0
1975	0	2	.992812
1975	1	2	.999253
1975	2	2	.999704
1975	3	2	.999745
1975	4	2	.999742
1975	5	2	.999754
1975	6	2	.99961
1975	7	2	.99979
1975	8	2	.999814
1975	9	2	.999766
1975	10	2	.9997
1975	11	2	.999879
1975	12	2	.999759
1975	13	2	.999731
1975	14	2	.999626
1975	15	2	.999626
1975	16	2	.999475
1975	17	2	.999637
1975	18	2	.999472
1975	19	2	.999606
1975	20	2	.9997
1975	21	2	.999779
1975	22	2	.999587
1975	23	2	.999501
1975	24	2	.999671
1975	25	2	.999391
1975	26	2	.999499
1975	27	2	.999542
1975	28	2	.999503
1975	29	2	.999461
1975	30	2	.999394
1975	31	2	.999169
1975	32	2	.999392
1975	33	2	.999159
1975	34	2	.999249
1975	35	2	.999218
1975	36	2	.999317
1975	37	2	.998967
1975	38	2	.998826
1975	39	2	.998723
1975	40	2	.998692
1975	41	2	.998563
1975	42	2	.9985
1975	43	2	.997985
1975	44	2	.997931
1975	45	2	.998074
1975	46	2	.99788
1975	47	2	.997413
1975	48	2	.996985
1975	49	2	.996606
1975	50	2	.996835
1975	51	2	.996477
1975	52	2	.995862
1975	53	2	.996058
1975	54	2	.995468
1975	55	2	.995437
1975	56	2	.994121
1975	57	2	.994646
1975	58	2	.993724
1975	59	2	.993543
1975	60	2	.992599
1975	61	2	.991889
1975	62	2	.991334
1975	63	2	.990224
1975	64	2	.989231
1975	65	2	.987578
1975	66	2	.986474
1975	67	2	.985132
1975	68	2	.983388
1975	69	2	.979903
1975	70	2	.978146
1975	71	2	.976062
1975	72	2	.971699
1975	73	2	.970168
1975	74	2	.966357
1975	75	2	.959233
1975	76	2	.95244
1975	77	2	.94727
1975	78	2	.940704
1975	79	2	.93588
1975	80	2	.926964
1975	81	2	.919774
1975	82	2	.907756
1975	83	2	.894868
1975	84	2	.885117
1975	85	2	.873273
1975	86	2	.855694
1975	87	2	.840068
1975	88	2	.824586
1975	89	2	.814222
1975	90	2	.788272
1975	91	2	.78167
1975	92	2	.773973
1975	93	2	.73404
1975	94	2	.673798
1975	95	2	.697248
1975	96	2	.624021
1975	97	2	.628633
1975	98	2	.558583
1975	99	2	.492163
1975	100	2	.566265
1975	101	2	.325301
1975	102	2	.781022
1975	103	2	.129032
1975	104	2	.4
1975	105	2	.538462
1975	106	2	0
1975	107	2	0
1975	108	2	0
1975	109	2	0
1975	110	2	0
1976	0	1	.991102
1976	1	1	.999436
1976	2	1	.99947
1976	3	1	.999632
1976	4	1	.999707
1976	5	1	.999667
1976	6	1	.999659
1976	7	1	.999718
1976	8	1	.999668
1976	9	1	.999618
1976	10	1	.999636
1976	11	1	.999746
1976	12	1	.999753
1976	13	1	.999719
1976	14	1	.999453
1976	15	1	.999458
1976	16	1	.999255
1976	17	1	.999194
1976	18	1	.999163
1976	19	1	.998931
1976	20	1	.998868
1976	21	1	.998838
1976	22	1	.998911
1976	23	1	.998871
1976	24	1	.998894
1976	25	1	.998909
1976	26	1	.998776
1976	27	1	.998786
1976	28	1	.998896
1976	29	1	.998805
1976	30	1	.998792
1976	31	1	.998731
1976	32	1	.998597
1976	33	1	.998649
1976	34	1	.998628
1976	35	1	.998391
1976	36	1	.997952
1976	37	1	.998291
1976	38	1	.997826
1976	39	1	.997914
1976	40	1	.997499
1976	41	1	.997606
1976	42	1	.997098
1976	43	1	.996929
1976	44	1	.996746
1976	45	1	.996476
1976	46	1	.995843
1976	47	1	.995533
1976	48	1	.995652
1976	49	1	.99493
1976	50	1	.994028
1976	51	1	.993515
1976	52	1	.993536
1976	53	1	.992258
1976	54	1	.991648
1976	55	1	.991114
1976	56	1	.988989
1976	57	1	.988555
1976	58	1	.9876
1976	59	1	.98655
1976	60	1	.985818
1976	61	1	.98272
1976	62	1	.982952
1976	63	1	.979601
1976	64	1	.978028
1976	65	1	.974994
1976	66	1	.9737
1976	67	1	.970343
1976	68	1	.965877
1976	69	1	.96389
1976	70	1	.959581
1976	71	1	.954536
1976	72	1	.948764
1976	73	1	.945905
1976	74	1	.937917
1976	75	1	.933813
1976	76	1	.926045
1976	77	1	.917092
1976	78	1	.908264
1976	79	1	.90238
1976	80	1	.895445
1976	81	1	.876276
1976	82	1	.871944
1976	83	1	.854101
1976	84	1	.840296
1976	85	1	.824789
1976	86	1	.811496
1976	87	1	.795845
1976	88	1	.775631
1976	89	1	.763262
1976	90	1	.734214
1976	91	1	.695341
1976	92	1	.669764
1976	93	1	.647132
1976	94	1	.595745
1976	95	1	.552593
1976	96	1	.577224
1976	97	1	.603206
1976	98	1	.570698
1976	99	1	.403614
1976	100	1	.232558
1976	101	1	.290323
1976	102	1	0
1976	103	1	0
1976	104	1	.571429
1976	105	1	.142857
1976	106	1	0
1976	107	1	0
1976	108	1	0
1976	109	1	0
1976	110	1	0
1976	0	2	.992709
1976	1	2	.999523
1976	2	2	.999722
1976	3	2	.999834
1976	4	2	.999691
1976	5	2	.999669
1976	6	2	.999811
1976	7	2	.999759
1976	8	2	.99986
1976	9	2	.999714
1976	10	2	.99985
1976	11	2	.999751
1976	12	2	.99981
1976	13	2	.999889
1976	14	2	.999673
1976	15	2	.999607
1976	16	2	.999608
1976	17	2	.999593
1976	18	2	.99943
1976	19	2	.999514
1976	20	2	.999629
1976	21	2	.999387
1976	22	2	.999359
1976	23	2	.9995
1976	24	2	.999593
1976	25	2	.999534
1976	26	2	.999475
1976	27	2	.999406
1976	28	2	.999497
1976	29	2	.999353
1976	30	2	.999341
1976	31	2	.999364
1976	32	2	.99931
1976	33	2	.999156
1976	34	2	.999066
1976	35	2	.999006
1976	36	2	.999239
1976	37	2	.998862
1976	38	2	.998773
1976	39	2	.998693
1976	40	2	.998723
1976	41	2	.998317
1976	42	2	.998468
1976	43	2	.998106
1976	44	2	.997915
1976	45	2	.99804
1976	46	2	.998094
1976	47	2	.997639
1976	48	2	.997408
1976	49	2	.997361
1976	50	2	.996557
1976	51	2	.996946
1976	52	2	.996071
1976	53	2	.995982
1976	54	2	.995783
1976	55	2	.995205
1976	56	2	.994595
1976	57	2	.994587
1976	58	2	.994167
1976	59	2	.993458
1976	60	2	.992879
1976	61	2	.991586
1976	62	2	.991015
1976	63	2	.989735
1976	64	2	.988751
1976	65	2	.988293
1976	66	2	.987679
1976	67	2	.985034
1976	68	2	.983575
1976	69	2	.981003
1976	70	2	.97881
1976	71	2	.975145
1976	72	2	.974061
1976	73	2	.968582
1976	74	2	.965967
1976	75	2	.961433
1976	76	2	.954627
1976	77	2	.947163
1976	78	2	.943398
1976	79	2	.934945
1976	80	2	.92634
1976	81	2	.914395
1976	82	2	.904338
1976	83	2	.897882
1976	84	2	.886872
1976	85	2	.86637
1976	86	2	.844499
1976	87	2	.835718
1976	88	2	.824153
1976	89	2	.803982
1976	90	2	.785935
1976	91	2	.755675
1976	92	2	.760917
1976	93	2	.713613
1976	94	2	.68
1976	95	2	.638143
1976	96	2	.66861
1976	97	2	.589354
1976	98	2	.592977
1976	99	2	.555556
1976	100	2	.544304
1976	101	2	.608163
1976	102	2	.45098
1976	103	2	.447368
1976	104	2	.4
1976	105	2	.571429
1976	106	2	0
1976	107	2	0
1976	108	2	0
1976	109	2	0
1976	110	2	0
1977	0	1	.991085
1977	1	1	.999444
1977	2	1	.999475
1977	3	1	.999507
1977	4	1	.99958
1977	5	1	.99969
1977	6	1	.999651
1977	7	1	.999641
1977	8	1	.999719
1977	9	1	.999901
1977	10	1	.999666
1977	11	1	.999731
1977	12	1	.999794
1977	13	1	.999819
1977	14	1	.999755
1977	15	1	.999454
1977	16	1	.999515
1977	17	1	.999126
1977	18	1	.999143
1977	19	1	.999024
1977	20	1	.99899
1977	21	1	.998932
1977	22	1	.998851
1977	23	1	.998628
1977	24	1	.999187
1977	25	1	.998803
1977	26	1	.998983
1977	27	1	.998706
1977	28	1	.998657
1977	29	1	.998682
1977	30	1	.998695
1977	31	1	.998624
1977	32	1	.998632
1977	33	1	.998933
1977	34	1	.998476
1977	35	1	.998227
1977	36	1	.998503
1977	37	1	.997815
1977	38	1	.998132
1977	39	1	.997515
1977	40	1	.997847
1977	41	1	.997188
1977	42	1	.996785
1977	43	1	.996214
1977	44	1	.996557
1977	45	1	.996602
1977	46	1	.995359
1977	47	1	.995695
1977	48	1	.995975
1977	49	1	.994574
1977	50	1	.994044
1977	51	1	.993096
1977	52	1	.993166
1977	53	1	.992287
1977	54	1	.992159
1977	55	1	.990261
1977	56	1	.990352
1977	57	1	.988492
1977	58	1	.989102
1977	59	1	.986931
1977	60	1	.985211
1977	61	1	.984837
1977	62	1	.981909
1977	63	1	.980942
1977	64	1	.977977
1977	65	1	.976145
1977	66	1	.973689
1977	67	1	.97036
1977	68	1	.967385
1977	69	1	.964199
1977	70	1	.962397
1977	71	1	.955307
1977	72	1	.952258
1977	73	1	.947014
1977	74	1	.944282
1977	75	1	.930701
1977	76	1	.931702
1977	77	1	.922295
1977	78	1	.91515
1977	79	1	.903371
1977	80	1	.892272
1977	81	1	.882878
1977	82	1	.87092
1977	83	1	.866166
1977	84	1	.85274
1977	85	1	.835503
1977	86	1	.81976
1977	87	1	.801597
1977	88	1	.779618
1977	89	1	.760892
1977	90	1	.754941
1977	91	1	.726247
1977	92	1	.699422
1977	93	1	.675933
1977	94	1	.638922
1977	95	1	.612255
1977	96	1	.573394
1977	97	1	.508091
1977	98	1	.55988
1977	99	1	.594366
1977	100	1	.597938
1977	101	1	.181818
1977	102	1	.368421
1977	103	1	0
1977	104	1	.25
1977	105	1	0
1977	106	1	0
1977	107	1	0
1977	108	1	0
1977	109	1	0
1977	110	1	0
1977	0	2	.993059
1977	1	2	.999557
1977	2	2	.999867
1977	3	2	.999741
1977	4	2	.999725
1977	5	2	.999837
1977	6	2	.999835
1977	7	2	.999906
1977	8	2	.999834
1977	9	2	.999739
1977	10	2	.999899
1977	11	2	.999883
1977	12	2	.999768
1977	13	2	.999706
1977	14	2	.999741
1977	15	2	.999674
1977	16	2	.999628
1977	17	2	.999668
1977	18	2	.999577
1977	19	2	.999624
1977	20	2	.999612
1977	21	2	.999394
1977	22	2	.999632
1977	23	2	.999637
1977	24	2	.999557
1977	25	2	.999613
1977	26	2	.999502
1977	27	2	.999526
1977	28	2	.999564
1977	29	2	.999468
1977	30	2	.99952
1977	31	2	.999402
1977	32	2	.999305
1977	33	2	.999264
1977	34	2	.99941
1977	35	2	.999179
1977	36	2	.999351
1977	37	2	.998931
1977	38	2	.998718
1977	39	2	.998924
1977	40	2	.998515
1977	41	2	.998312
1977	42	2	.998574
1977	43	2	.998043
1977	44	2	.998129
1977	45	2	.997936
1977	46	2	.998215
1977	47	2	.997213
1977	48	2	.997461
1977	49	2	.996995
1977	50	2	.996479
1977	51	2	.996858
1977	52	2	.996413
1977	53	2	.995859
1977	54	2	.995753
1977	55	2	.995318
1977	56	2	.994797
1977	57	2	.994719
1977	58	2	.993957
1977	59	2	.993203
1977	60	2	.992876
1977	61	2	.991764
1977	62	2	.991558
1977	63	2	.990913
1977	64	2	.989303
1977	65	2	.988977
1977	66	2	.986591
1977	67	2	.985412
1977	68	2	.98474
1977	69	2	.982698
1977	70	2	.980763
1977	71	2	.977607
1977	72	2	.974675
1977	73	2	.971449
1977	74	2	.968174
1977	75	2	.962128
1977	76	2	.95762
1977	77	2	.953801
1977	78	2	.944499
1977	79	2	.937485
1977	80	2	.933813
1977	81	2	.919588
1977	82	2	.916215
1977	83	2	.901599
1977	84	2	.889377
1977	85	2	.875541
1977	86	2	.869502
1977	87	2	.847875
1977	88	2	.830334
1977	89	2	.821646
1977	90	2	.79742
1977	91	2	.78545
1977	92	2	.752502
1977	93	2	.728114
1977	94	2	.70692
1977	95	2	.677681
1977	96	2	.677929
1977	97	2	.638137
1977	98	2	.610607
1977	99	2	.615478
1977	100	2	.625
1977	101	2	.630435
1977	102	2	.590062
1977	103	2	0
1977	104	2	.357143
1977	105	2	.73913
1977	106	2	0
1977	107	2	0
1977	108	2	0
1977	109	2	0
1977	110	2	0
1978	0	1	.991258
1978	1	1	.999522
1978	2	1	.999809
1978	3	1	.999585
1978	4	1	.999613
1978	5	1	.999459
1978	6	1	.999725
1978	7	1	.999703
1978	8	1	.999713
1978	9	1	.999825
1978	10	1	.999768
1978	11	1	.999778
1978	12	1	.999747
1978	13	1	.999573
1978	14	1	.999688
1978	15	1	.999528
1978	16	1	.999509
1978	17	1	.999236
1978	18	1	.998667
1978	19	1	.998876
1978	20	1	.998885
1978	21	1	.998754
1978	22	1	.998751
1978	23	1	.99902
1978	24	1	.998916
1978	25	1	.998858
1978	26	1	.998894
1978	27	1	.998679
1978	28	1	.998788
1978	29	1	.99869
1978	30	1	.998814
1978	31	1	.998625
1978	32	1	.998568
1978	33	1	.99866
1978	34	1	.998319
1978	35	1	.998096
1978	36	1	.998329
1978	37	1	.99831
1978	38	1	.998024
1978	39	1	.998306
1978	40	1	.997696
1978	41	1	.997778
1978	42	1	.997027
1978	43	1	.996708
1978	44	1	.996201
1978	45	1	.996363
1978	46	1	.996477
1978	47	1	.99603
1978	48	1	.994856
1978	49	1	.994858
1978	50	1	.994087
1978	51	1	.99401
1978	52	1	.993344
1978	53	1	.992357
1978	54	1	.991623
1978	55	1	.990934
1978	56	1	.989763
1978	57	1	.989026
1978	58	1	.98784
1978	59	1	.987011
1978	60	1	.985088
1978	61	1	.985379
1978	62	1	.982982
1978	63	1	.979797
1978	64	1	.978072
1978	65	1	.976022
1978	66	1	.972779
1978	67	1	.970555
1978	68	1	.967981
1978	69	1	.965393
1978	70	1	.96167
1978	71	1	.955606
1978	72	1	.953126
1978	73	1	.946066
1978	74	1	.94141
1978	75	1	.93527
1978	76	1	.928539
1978	77	1	.919412
1978	78	1	.912289
1978	79	1	.905839
1978	80	1	.892639
1978	81	1	.890833
1978	82	1	.872897
1978	83	1	.863722
1978	84	1	.849762
1978	85	1	.831348
1978	86	1	.818808
1978	87	1	.790254
1978	88	1	.77929
1978	89	1	.778557
1978	90	1	.736994
1978	91	1	.731147
1978	92	1	.718295
1978	93	1	.69078
1978	94	1	.686985
1978	95	1	.595156
1978	96	1	.583213
1978	97	1	.542435
1978	98	1	.569231
1978	99	1	.650224
1978	100	1	.536585
1978	101	1	.571429
1978	102	1	0
1978	103	1	.73913
1978	104	1	0
1978	105	1	0
1978	106	1	0
1978	107	1	0
1978	108	1	0
1978	109	1	0
1978	110	1	0
1978	0	2	.993415
1978	1	2	.999413
1978	2	2	.999639
1978	3	2	.999792
1978	4	2	.99976
1978	5	2	.999762
1978	6	2	.999819
1978	7	2	.999799
1978	8	2	.999793
1978	9	2	.999871
1978	10	2	.999826
1978	11	2	.999782
1978	12	2	.9999
1978	13	2	.999851
1978	14	2	.999827
1978	15	2	.99952
1978	16	2	.999751
1978	17	2	.999747
1978	18	2	.999496
1978	19	2	.999581
1978	20	2	.999516
1978	21	2	.999525
1978	22	2	.9996
1978	23	2	.999617
1978	24	2	.999461
1978	25	2	.999648
1978	26	2	.99958
1978	27	2	.999487
1978	28	2	.999446
1978	29	2	.999596
1978	30	2	.99959
1978	31	2	.999325
1978	32	2	.999209
1978	33	2	.999396
1978	34	2	.999358
1978	35	2	.99914
1978	36	2	.999067
1978	37	2	.999108
1978	38	2	.999096
1978	39	2	.998822
1978	40	2	.998988
1978	41	2	.998781
1978	42	2	.99822
1978	43	2	.998128
1978	44	2	.998136
1978	45	2	.997919
1978	46	2	.998001
1978	47	2	.997925
1978	48	2	.997187
1978	49	2	.997283
1978	50	2	.997547
1978	51	2	.996234
1978	52	2	.996621
1978	53	2	.995835
1978	54	2	.995883
1978	55	2	.995562
1978	56	2	.995374
1978	57	2	.994667
1978	58	2	.994183
1978	59	2	.993608
1978	60	2	.993032
1978	61	2	.991599
1978	62	2	.992393
1978	63	2	.991238
1978	64	2	.990645
1978	65	2	.988322
1978	66	2	.986817
1978	67	2	.986304
1978	68	2	.984079
1978	69	2	.982603
1978	70	2	.979813
1978	71	2	.976307
1978	72	2	.974046
